ticker,name,sicsector,sicindustry,famaindustry,sector,industry,location
OHSL,Ohsl Financial Corp,Finance Insurance And Real Estate,Savings Institution Federally Chartered,Banking,Financial Services,Banks - Regional - US,Ohio U.S.A
OI,Owens Illinois Inc,Manufacturing,Glass Containers,Shipping Containers,Consumer Cyclical,Packaging & Containers,Ohio U.S.A
OICO,Oi Corp,Manufacturing,Laboratory Analytical Instruments,Measuring and Control Equipment,Healthcare,Diagnostics & Research,Texas U.S.A
OII,Oceaneering International Inc,Mining,Oil & Gas Field Services Nec,Petroleum and Natural Gas,Energy,Oil & Gas Equipment & Services,Texas U.S.A
OIIM,O2Micro International Ltd,Manufacturing,Semiconductors & Related Devices,Electronic Equipment,Technology,Electronic Components,Cayman Islands
OIL1,Triton Energy Ltd,Mining,Crude Petroleum & Natural Gas,Petroleum and Natural Gas,Energy,Oil & Gas E&P,Cayman Islands
OILT,Oiltanking Partners LP,Transportation Communications Electric Gas And Sanitary Service,Pipe Lines (No Natural Gas),Transportation,Energy,Oil & Gas Midstream,Texas U.S.A
OIS,Oil States International Inc,Manufacturing,Oil & Gas Field Machinery & Equipment,Machinery,Energy,Oil & Gas Equipment & Services,Texas U.S.A
OISI,Ophthalmic Imaging Systems,Manufacturing,Surgical & Medical Instruments & Apparatus,Medical Equipment,Healthcare,Medical Devices,California U.S.A
OIVO,One Ip Voice Inc,Transportation Communications Electric Gas And Sanitary Service,Telephone Communications (No Radiotelephone),Communication,Communication Services,Telecom Services,Florida U.S.A
OJ,Orange Co Inc,Manufacturing,Canned Frozen & Preservd Fruit Veg & Food Specialties,Food Products,Consumer Defensive,Packaged Foods,Florida U.S.A
OK,Old Kent Financial Corp,Finance Insurance And Real Estate,State Commercial Banks,Banking,Financial Services,Banks - Regional - US,Michigan U.S.A
OKE,Oneok Inc,Transportation Communications Electric Gas And Sanitary Service,Natural Gas Transmisison & Distribution,Utilities,Energy,Oil & Gas Midstream,Oklahoma U.S.A
OKS,ONEOK Partners LP,Transportation Communications Electric Gas And Sanitary Service,Natural Gas Transmission,Utilities,Energy,Oil & Gas Midstream,Oklahoma U.S.A
OKSB,Southwest Bancorp Inc,Finance Insurance And Real Estate,State Commercial Banks,Banking,Financial Services,Banks - Regional - US,Oklahoma U.S.A
OKTA,Okta Inc,Services,Services-Prepackaged Software,Business Services,Technology,Software - Infrastructure,California U.S.A
OLBK,Old Line Bancshares Inc,Finance Insurance And Real Estate,State Commercial Banks,Banking,Financial Services,Banks - Regional - US,Maryland U.S.A
OLCB,Ohio Legacy Corp,Finance Insurance And Real Estate,National Commercial Banks,Banking,Financial Services,Banks - Regional - US,Ohio U.S.A
OLED,Universal Display Corp,Manufacturing,Electronic Components & Accessories,Electronic Equipment,Technology,Semiconductor Equipment & Materials,New Jersey U.S.A
OLED1,Cambridge Display Technology Inc,Manufacturing,Semiconductors & Related Devices,Electronic Equipment,Technology,Semiconductors,United Kingdom
OLGR,Oilgear Co,Manufacturing,Misc Industrial & Commercial Machinery & Equipment,Machinery,Industrials,Diversified Industrials,Wisconsin U.S.A
OLLI,Ollie's Bargain Outlet Holdings Inc,Retail Trade,Retail-Variety Stores,Retail,Consumer Defensive,Discount Stores,Pennsylvania U.S.A
OLN,Olin Corp,Manufacturing,Chemicals & Allied Products,Chemicals,Basic Materials,Specialty Chemicals,Missouri U.S.A
OLP,One Liberty Properties Inc,Finance Insurance And Real Estate,Real Estate Investment Trusts,Trading,Real Estate,REIT - Diversified,New York U.S.A
OLS,Olsten Corp,Services,Services-Help Supply Services,Business Services,Industrials,Staffing & Outsourcing Services,New York U.S.A
OMAB,Central North Airport Group,Transportation Communications Electric Gas And Sanitary Service,Airports Flying Fields & Airport Terminal Services,Transportation,Industrials,Airports & Air Services,Mexico
OMAD,One Madison Corp,Finance Insurance And Real Estate,Blank Checks,Trading,Industrials,Conglomerates,New York U.S.A
OMC,Omnicom Group Inc,Services,Services-Advertising Agencies,Business Services,Consumer Cyclical,Advertising Agencies,New York U.S.A
OMCL,OMNICELL Inc,Manufacturing,Electronic Computers,Computers,Technology,Health Information Services,California U.S.A
OMCM,Omnicomm Systems Inc,Services,Services-Business Services Nec,Business Services,Industrials,Business Services,Florida U.S.A
OME,Omega Protein Corp,Manufacturing,Fats & Oils,Food Products,Consumer Defensive,Farm Products,Texas U.S.A
OMED,OncoMed Pharmaceuticals Inc,Manufacturing,Pharmaceutical Preparations,Pharmaceutical Products,Healthcare,Biotechnology,California U.S.A
OMEF,Omega Financial Corp,Finance Insurance And Real Estate,National Commercial Banks,Banking,Financial Services,Banks - Regional - US,Pennsylvania U.S.A
OMER,Omeros Corp,Manufacturing,Pharmaceutical Preparations,Pharmaceutical Products,Healthcare,Biotechnology,Washington U.S.A
OMEX,Odyssey Marine Exploration Inc,Transportation Communications Electric Gas And Sanitary Service,Water Transportation,Transportation,Industrials,Business Services,Florida U.S.A
OMF,OneMain Holdings Inc,Finance Insurance And Real Estate,Personal Credit Institutions,Banking,Financial Services,Credit Services,Indiana U.S.A
OMG,Om Group Inc,Manufacturing,Miscellaneous Manufacturing Industries,,Industrials,Diversified Industrials,Ohio U.S.A
OMI,Owens & Minor Inc,Wholesale Trade,Wholesale-Medical Dental & Hospital Equipment & Supplies,Wholesale,Healthcare,Medical Distribution,Virginia U.S.A
OMKT,Open Market Inc,Services,Services-Prepackaged Software,Business Services,Technology,Software - Application,Massachusetts U.S.A
OMM,Omi Corp,Transportation Communications Electric Gas And Sanitary Service,Water Transportation,Transportation,Industrials,Shipping & Ports,Connecticut U.S.A
OMN,Omnova Solutions Inc,Manufacturing,Fabricated Rubber Products Nec,Rubber and Plastic Products,Basic Materials,Specialty Chemicals,Ohio U.S.A
OMNI,Omni Energy Services Corp,Mining,Oil & Gas Field Exploration Services,Petroleum and Natural Gas,Energy,Oil & Gas E&P,Louisiana U.S.A
OMNT,Ominto Inc,Services,Services-Business Services Nec,Business Services,Consumer Cyclical,Specialty Retail,Florida U.S.A
OMNY,Omnisky Corp,Transportation Communications Electric Gas And Sanitary Service,Radiotelephone Communications,Communication,Communication Services,Telecom Services,California U.S.A
OMP,Oasis Midstream Partners LP,Mining,Drilling Oil & Gas Wells,Petroleum and Natural Gas,Energy,Oil & Gas Midstream,Texas U.S.A
OMPI,Obagi Medical Products Inc,Manufacturing,Pharmaceutical Preparations,Pharmaceutical Products,Healthcare,Biotechnology,California U.S.A
OMPT,Omnipoint Corp,Transportation Communications Electric Gas And Sanitary Service,Radiotelephone Communications,Communication,Communication Services,Telecom Services,Washington U.S.A
OMQP,Omniquip International Inc,Manufacturing,Construction Machinery & Equip,Machinery,Industrials,Farm & Construction Equipment,Wisconsin U.S.A
OMRI,Omrix Biopharmaceuticals Inc,Manufacturing,Biological Products (No Disgnostic Substances),Pharmaceutical Products,Healthcare,Biotechnology,New York U.S.A
OMTH,Omthera Pharmaceuticals Inc,Manufacturing,Pharmaceutical Preparations,Pharmaceutical Products,Healthcare,Biotechnology,New Jersey U.S.A
OMTK,Omnitek Engineering Corp,Manufacturing,Motor Vehicle Parts & Accessories,Automobiles and Trucks,Consumer Cyclical,Auto Parts,California U.S.A
OMTL,Omtool Ltd,Services,Services-Prepackaged Software,Business Services,Technology,Software - Application,Massachusetts U.S.A
OMTR,Omniture Inc,Services,Services-Prepackaged Software,Business Services,Technology,Software - Application,Utah U.S.A
OMX,Officemax Inc,Wholesale Trade,Wholesale-Paper & Paper Products,Wholesale,Industrials,Business Equipment,Illinois U.S.A
OMX1,Officemax Inc,Retail Trade,Retail-Miscellaneous Shopping Goods Stores,Retail,Consumer Cyclical,Specialty Retail,Ohio U.S.A
ON,On Semiconductor Corp,Manufacturing,Semiconductors & Related Devices,Electronic Equipment,Technology,Semiconductors,Arizona U.S.A
ONAVQ,Omega Navigation Enterprises Inc,Transportation Communications Electric Gas And Sanitary Service,Deep Sea Foreign Transportation Of Freight,Transportation,Industrials,Shipping & Ports,Greece
ONB,Old National Bancorp,Finance Insurance And Real Estate,National Commercial Banks,Banking,Financial Services,Banks - Regional - US,Indiana U.S.A
ONCE,Spark Therapeutics Inc,Manufacturing,Biological Products (No Disgnostic Substances),Pharmaceutical Products,Healthcare,Biotechnology,Pennsylvania U.S.A
ONCO,On Command Corp,Transportation Communications Electric Gas And Sanitary Service,Cable & Other Pay Television Services,Communication,Communication Services,Pay TV,California U.S.A
ONCS,ONCOSEC MEDICAL Inc,Manufacturing,Pharmaceutical Preparations,Pharmaceutical Products,Healthcare,Biotechnology,California U.S.A
ONCY,Oncolytics Biotech Inc,Manufacturing,Pharmaceutical Preparations,Pharmaceutical Products,Healthcare,Biotechnology,Alberta Canada
ONCYF,Oncolytics Biotech Inc,Manufacturing,Pharmaceutical Preparations,Pharmaceutical Products,Healthcare,Biotechnology,Alberta Canada
ONDI,Ontrack Data International Inc,Services,Services-Computer Integrated Systems Design,Computers,Technology,Software - Application,Minnesota U.S.A
ONDK,On Deck Capital Inc,Finance Insurance And Real Estate,Finance Services,Banking,Financial Services,Credit Services,New York U.S.A
ONDS,Ondas Holdings Inc,Manufacturing,Radio & Tv Broadcasting & Communications Equipment,Electronic Equipment,Technology,Communication Equipment,California U.S.A
ONDS1,Ondisplay Inc,Services,Services-Business Services Nec,Business Services,Industrials,Business Services,California U.S.A
ONE,OneSmart International Education Group Ltd,Services,Services-Educational Services,Personal Services,Consumer Defensive,Education & Training Services,China
ONE1,Bank One Corp,Finance Insurance And Real Estate,National Commercial Banks,Banking,Financial Services,Banks - Regional - US,Illinois U.S.A
ONE2,Higher One Holdings Inc,Services,Services-Business Services Nec,Business Services,Industrials,Business Services,Connecticut U.S.A
ONEI,Oneida Ltd,Manufacturing,Jewelry Silverware & Plated Ware,Consumer Goods,Consumer Cyclical,Luxury Goods,New York U.S.A
ONEM,Onemain Com Inc,Services,Services-Computer Integrated Systems Design,Computers,Technology,Software - Application,Virginia U.S.A
ONES,Onesource Information Services Inc,Services,Services-Computer Processing & Data Preparation,Business Services,Technology,Internet Content & Information,Massachusetts U.S.A
ONFC,Oneida Financial Corp,Finance Insurance And Real Estate,Savings Institution Federally Chartered,Banking,Financial Services,Banks - Regional - US,New York U.S.A
ONHN,Onhealth Network Co,Services,Services-Prepackaged Software,Business Services,Technology,Software - Application,Washington U.S.A
ONIS,Oni Systems Corp,Manufacturing,Telephone & Telegraph Apparatus,Electronic Equipment,Technology,Communication Equipment,California U.S.A
ONPR,One Price Clothing Stores Inc,Retail Trade,Retail-Women'S Clothing Stores,Retail,Consumer Cyclical,Apparel Stores,South Carolina U.S.A
ONSI1,Orion Network Systems Inc,Manufacturing,Radio & Tv Broadcasting & Communications Equipment,Electronic Equipment,Technology,Communication Equipment,Maryland U.S.A
ONSM,Onstream Media CORP,Services,Services-Computer Integrated Systems Design,Computers,Technology,Software - Application,Florida U.S.A
ONSS,On Site Sourcing Inc,Services,Services-Management Consulting Services,Business Services,Industrials,Business Services,Virginia U.S.A
ONST,On Stage Entertainment Inc,Services,Services-Amusement & Recreation Services,Entertainment,Consumer Cyclical,Leisure,Nevada U.S.A
ONT,On2 Technologies Inc,Services,Services-Prepackaged Software,Business Services,Technology,Software - Application,New York U.S.A
ONTC,On Technology Corp,Services,Services-Prepackaged Software,Business Services,Technology,Software - Application,Massachusetts U.S.A
ONTR,Ontro Inc,Manufacturing,Plastics Products Nec,Rubber and Plastic Products,Consumer Cyclical,Packaging & Containers,California U.S.A
ONTX,Onconova Therapeutics Inc,Manufacturing,Pharmaceutical Preparations,Pharmaceutical Products,Healthcare,Biotechnology,Pennsylvania U.S.A
ONVI,Onvia Inc,Services,Services-Business Services Nec,Business Services,Industrials,Business Services,Washington U.S.A
ONVO,Organovo Holdings Inc,Manufacturing,Biological Products (No Disgnostic Substances),Pharmaceutical Products,Healthcare,Diagnostics & Research,California U.S.A
ONX,Onix Systems Inc,Manufacturing,Measuring & Controlling Devices Nec,Measuring and Control Equipment,Industrials,Pollution & Treatment Controls,Texas U.S.A
ONXS,Onyx Software Corp,Services,Services-Prepackaged Software,Business Services,Technology,Software - Application,Washington U.S.A
ONXX,Onyx Pharmaceuticals Inc,Manufacturing,Biological Products (No Disgnostic Substances),Pharmaceutical Products,Healthcare,Biotechnology,California U.S.A
OO,Oakley Inc,Manufacturing,Ophthalmic Goods,Medical Equipment,Healthcare,Medical Instruments & Supplies,California U.S.A
OOC,Oec Compression Corp,Services,Services-Equipment Rental & Leasing Nec,Business Services,Industrials,Rental & Leasing Services,Texas U.S.A
OOMA,Ooma Inc,Services,Services-Computer Processing & Data Preparation,Business Services,Communication Services,Telecom Services,California U.S.A
OPAY,Official Payments Holdings Inc,Services,Services-Business Services Nec,Business Services,Industrials,Business Services,Georgia U.S.A
OPAY1,Official Payments Corp,Services,Services-Computer Processing & Data Preparation,Business Services,Technology,Internet Content & Information,Connecticut U.S.A
OPBK,OP Bancorp,Finance Insurance And Real Estate,State Commercial Banks,Banking,Financial Services,Banks - Regional - US,California U.S.A
OPC,Qc Optics Inc,Manufacturing,Special Industry Machinery (No Metalworking Machinery),Machinery,Industrials,Diversified Industrials,Massachusetts U.S.A
OPEN,Opentable Inc,Services,Services-Business Services Nec,Business Services,Industrials,Business Services,California U.S.A
OPEN1,Open Solutions Inc,Services,Services-Prepackaged Software,Business Services,Technology,Software - Application,Connecticut U.S.A
OPEN2,Openroute Networks Inc,Manufacturing,Computer Communications Equipment,Computers,Technology,Communication Equipment,Massachusetts U.S.A
OPES,Opes Acquisition Corp,Finance Insurance And Real Estate,Blank Checks,Trading,Industrials,Conglomerates,Mexico
OPGN,Opgen Inc,Services,Services-Medical Laboratories,Healthcare,Healthcare,Diagnostics & Research,Maryland U.S.A
OPHC,OptimumBank Holdings Inc,Finance Insurance And Real Estate,National Commercial Banks,Banking,Financial Services,Banks - Regional - US,Florida U.S.A
OPHD,Ophidian Pharmaceuticals Inc,Manufacturing,Biological Products (No Disgnostic Substances),Pharmaceutical Products,Healthcare,Biotechnology,Illinois U.S.A
OPHM,Orapharma Inc,Manufacturing,Pharmaceutical Preparations,Pharmaceutical Products,Healthcare,Biotechnology,Pennsylvania U.S.A
OPHT,Ophthotech Corp,Manufacturing,Pharmaceutical Preparations,Pharmaceutical Products,Healthcare,Biotechnology,New York U.S.A
OPI,Office Properties Income Trust,Finance Insurance And Real Estate,Real Estate,Real Estate,Real Estate,REIT - Office,Massachusetts U.S.A
OPK,Opko Health Inc,Manufacturing,Pharmaceutical Preparations,Pharmaceutical Products,Healthcare,Drug Manufacturers - Specialty & Generic,Florida U.S.A
OPLK,Oplink Communications Inc,Manufacturing,Telephone & Telegraph Apparatus,Electronic Equipment,Technology,Communication Equipment,California U.S.A
OPMR,Optimal Group Inc,Services,Services-Business Services Nec,Business Services,Industrials,Business Services,Quebec Canada
OPNT,Opiant Pharmaceuticals Inc,Manufacturing,Pharmaceutical Preparations,Pharmaceutical Products,Healthcare,Biotechnology,New York U.S.A
OPNT1,Opnet Technologies Inc,Services,Services-Prepackaged Software,Business Services,Technology,Software - Application,Maryland U.S.A
